commodity,date,title,description,source,text
coffee,2026-06-23 06:14:09+00:00,DFTB26: Doing the Fundamentals Extraordinarily Well,"St.Emlyn's - Emergency Medicine #FOAMed
What does excellence in emergency medicine really look like? Less heroics, more reliability, self-awareness, teamwork and doing the basics well. From @dftb26 in Glasgow
The post DFTB26: Doing the Fundamentals Extraordin…",Stemlynsblog.org,"DFTB26: Doing the Fundamentals Extraordinarily Well St.Emlyn's - Emergency Medicine #FOAMed
What does excellence in emergency medicine really look like? Less heroics, more reliability, self-awareness, teamwork and doing the basics well. From @dftb26 in Glasgow
The post DFTB26: Doing the Fundamentals Extraordin…"
coffee,2026-06-23 06:09:43+00:00,Forget The North-South Divide - It's All About East-West,"Recently had a catch-up at my first trade event in seven years  with Zero Networks’ amiable, straight-talking Albert Estevez Polo (still heading the “name of the year” awards table). We ...",ComputerWeekly.com,"Forget The North-South Divide - It's All About East-West Recently had a catch-up at my first trade event in seven years  with Zero Networks’ amiable, straight-talking Albert Estevez Polo (still heading the “name of the year” awards table). We ..."
coffee,2026-06-23 06:03:12+00:00,The Best Portable SSDs for Content Creators in 2026,"Storage used to be the afterthought. The boring spec at the bottom of the gear list. Then 8K RAW happened. Then multi-cam ProRes workflows happened. Then AI-assisted editing with real-time previews happened. Suddenly, the drive sitting in your kit bag is the …",Weandthecolor.com,"The Best Portable SSDs for Content Creators in 2026 Storage used to be the afterthought. The boring spec at the bottom of the gear list. Then 8K RAW happened. Then multi-cam ProRes workflows happened. Then AI-assisted editing with real-time previews happened. Suddenly, the drive sitting in your kit bag is the …"
coffee,2026-06-23 06:00:00+00:00,Keurig Dr Pepper Announces Leadership Updates,"FRISCO, Texas and BURLINGTON, Mass., June 23, 2026 /PRNewswire/ -- Keurig Dr Pepper Inc. (NASDAQ: KDP) today announced leadership updates as the Company advances preparations for its planned separation into Beverage Co. and Global Coffee Co., which is targete…",PRNewswire,"Keurig Dr Pepper Announces Leadership Updates FRISCO, Texas and BURLINGTON, Mass., June 23, 2026 /PRNewswire/ -- Keurig Dr Pepper Inc. (NASDAQ: KDP) today announced leadership updates as the Company advances preparations for its planned separation into Beverage Co. and Global Coffee Co., which is targete…"
coffee,2026-06-23 06:00:00+00:00,This Coffee Brand Is Dropping 52 New Flavors In a Year and Going for a World Record,"When a coffee brand releases a new flavor, there’s usually a bit of build-up and fanfare.",Radaronline.com,"This Coffee Brand Is Dropping 52 New Flavors In a Year and Going for a World Record When a coffee brand releases a new flavor, there’s usually a bit of build-up and fanfare."
coffee,2026-06-23 05:45:03+00:00,New York Coffee Shop Denies Pro-Israel Democrat Congressman: 'We Don't Serve Genocide Enablers',"A New York coffee shop went viral over the weekend after its owners publicly revealed they denied pro-Israel Rep. Dan Goldman for being a ""genocide enabler.""
The post New York Coffee Shop Denies Pro-Israel Democrat Congressman: ‘We Don’t Serve Genocide Enable…",Breitbart News,"New York Coffee Shop Denies Pro-Israel Democrat Congressman: 'We Don't Serve Genocide Enablers' A New York coffee shop went viral over the weekend after its owners publicly revealed they denied pro-Israel Rep. Dan Goldman for being a ""genocide enabler.""
The post New York Coffee Shop Denies Pro-Israel Democrat Congressman: ‘We Don’t Serve Genocide Enable…"
coffee,2026-06-23 05:01:00+00:00,I quickly started making every occasion a reason to have a drink,"I’ve always had coping mechanisms to run away from my feelings, but alcohol felt instantly different",The Irish Times,"I quickly started making every occasion a reason to have a drink I’ve always had coping mechanisms to run away from my feelings, but alcohol felt instantly different"
coffee,2026-06-23 04:56:29+00:00,Montreal Shooting leaves civilian and cop dead: What do we know about victims and the suspect?,"A shocking midday shooting in Montreal claimed three lives, including a police officer and a civilian, with another officer injured. The alleged gunman, reportedly linked to ""incel"" ideology, was also killed. The incident unfolded in a Jewish neighbourhood, s…",The Times of India,"Montreal Shooting leaves civilian and cop dead: What do we know about victims and the suspect? A shocking midday shooting in Montreal claimed three lives, including a police officer and a civilian, with another officer injured. The alleged gunman, reportedly linked to ""incel"" ideology, was also killed. The incident unfolded in a Jewish neighbourhood, s…"
coffee,2026-06-23 04:42:44+00:00,"K.M., the donations and shipowners’ €50bn, M.M. and Avramopoulos, Tsipras’s sector chiefs, the Norwegians in Greece (what they want), the new Bakos-Kaimenakis structure ///","Hello. Today I will begin with Britain, so that we do not forget where things stand, on the occasion of Prime Minister Keir Starmer’s resignation. He is the seventh prime minister to leave office in the past 10 years because of the political instability creat…",Protothema.gr,"K.M., the donations and shipowners’ €50bn, M.M. and Avramopoulos, Tsipras’s sector chiefs, the Norwegians in Greece (what they want), the new Bakos-Kaimenakis structure /// Hello. Today I will begin with Britain, so that we do not forget where things stand, on the occasion of Prime Minister Keir Starmer’s resignation. He is the seventh prime minister to leave office in the past 10 years because of the political instability creat…"
coffee,2026-06-23 04:20:35+00:00,"Boyfriend Continues Buying Unwanted Gifts, Prompting His Partner To Ask Him To Stop Wasting Money","Maybe he just likes buying gifts, or maybe he is being controlling. 
The post Boyfriend Continues Buying Unwanted Gifts, Prompting His Partner To Ask Him To Stop Wasting Money appeared first on TwistedSifter.",Twistedsifter.com,"Boyfriend Continues Buying Unwanted Gifts, Prompting His Partner To Ask Him To Stop Wasting Money Maybe he just likes buying gifts, or maybe he is being controlling. 
The post Boyfriend Continues Buying Unwanted Gifts, Prompting His Partner To Ask Him To Stop Wasting Money appeared first on TwistedSifter."
coffee,2026-06-23 04:03:07+00:00,All Aboard On AppsFlyer; When TV Content Looks Like Commercials,"AdExchanger is officially on the ground in Cannes (on the beach, rather, or La Croisette to the initiated), with all the news and gossip from the south of France.  Check out the missives from editors Sarah Sluis, Allison Schiff and Lynne d Johnson in our sepa…",AdExchanger,"All Aboard On AppsFlyer; When TV Content Looks Like Commercials AdExchanger is officially on the ground in Cannes (on the beach, rather, or La Croisette to the initiated), with all the news and gossip from the south of France.  Check out the missives from editors Sarah Sluis, Allison Schiff and Lynne d Johnson in our sepa…"
coffee,2026-06-23 04:01:18+00:00,[6/23 Only] Target With Starbucks Coffeehouse: Free Starbucks Coffee Or Cookie,"Target is offering Target Circle members (free to join) a free hot or iced brewed coffee or Bullseye cookie in the more than 1,800 Target stores with a Starbucks coffeehouse",Doctorofcredit.com,"[6/23 Only] Target With Starbucks Coffeehouse: Free Starbucks Coffee Or Cookie Target is offering Target Circle members (free to join) a free hot or iced brewed coffee or Bullseye cookie in the more than 1,800 Target stores with a Starbucks coffeehouse"
coffee,2026-06-23 04:01:00+00:00,Tuesday’s Headlines: Does Zohran Mamdani Know Billy Idol Edition,"We asked Hizzoner about the citizen idling program, and it wasn't clear he knew all the details. Plus other news.",Streetsblog.org,"Tuesday’s Headlines: Does Zohran Mamdani Know Billy Idol Edition We asked Hizzoner about the citizen idling program, and it wasn't clear he knew all the details. Plus other news."
coffee,2026-06-23 04:01:00+00:00,The Ones to Watch at Paris Men’s Fashion Week Spring 2027,"WWD spotlights Hyacyn, LAD/, Paz, Song for the Mute and Rescha as the ones to watch during the men’s Paris Fashion Week spring 2027.",WWD,"The Ones to Watch at Paris Men’s Fashion Week Spring 2027 WWD spotlights Hyacyn, LAD/, Paz, Song for the Mute and Rescha as the ones to watch during the men’s Paris Fashion Week spring 2027."
coffee,2026-06-23 04:00:00+00:00,Outdoor dining vibes: 13 great spots for food on a sunny day,What could be better than combining an Irish summer day with a superb meal?,The Irish Times,Outdoor dining vibes: 13 great spots for food on a sunny day What could be better than combining an Irish summer day with a superb meal?
coffee,2026-06-23 03:09:38+00:00,DOJ probes coffee shop chain in New York after it bars pro-Israel U.S. lawmaker,Poetica Coffee said in a now-deleted post on social media that it would have turned away U.S. Representative Dan Goldman - who is Jewish - had it recognized him during a weekend visit,Haaretz,DOJ probes coffee shop chain in New York after it bars pro-Israel U.S. lawmaker Poetica Coffee said in a now-deleted post on social media that it would have turned away U.S. Representative Dan Goldman - who is Jewish - had it recognized him during a weekend visit
coffee,2026-06-23 02:56:33+00:00,Justice Department opens civil rights probe after NYC coffee shop bans congressman over Israel support,"Rep. Daniel Goldman, who is facing a heated primary challenge, received an endorsement and more than $190,000 in donations from AIPAC for the 2026 cycle.
Spencer Platt/Getty Images
Poetica Coffee is facing a civil rights probe after banning a pro-Israel congr…",Biztoc.com,"Justice Department opens civil rights probe after NYC coffee shop bans congressman over Israel support Rep. Daniel Goldman, who is facing a heated primary challenge, received an endorsement and more than $190,000 in donations from AIPAC for the 2026 cycle.
Spencer Platt/Getty Images
Poetica Coffee is facing a civil rights probe after banning a pro-Israel congr…"
coffee,2026-06-23 02:49:32+00:00,DOJ probes coffee shop chain in New York after it bars pro-Israel US lawmaker,"By Kanishka Singh WASHINGTON, June 20 (Reuters) - The Justice Department said on Monday it opened a probe into a small coffee shop chain in New York City whi...",Yahoo Entertainment,"DOJ probes coffee shop chain in New York after it bars pro-Israel US lawmaker By Kanishka Singh WASHINGTON, June 20 (Reuters) - The Justice Department said on Monday it opened a probe into a small coffee shop chain in New York City whi..."
coffee,2026-06-23 02:38:21+00:00,Justice Department opens civil rights probe after NYC coffee shop bans congressman over Israel support,"The New York chain, Poetica Coffee, said Rep. Dan Goldman isn't welcome in its cafés because of his stance on Israel.",Business Insider,"Justice Department opens civil rights probe after NYC coffee shop bans congressman over Israel support The New York chain, Poetica Coffee, said Rep. Dan Goldman isn't welcome in its cafés because of his stance on Israel."
coffee,2026-06-23 02:30:00+00:00,60-second money lesson: The money leak hiding in your food delivery app,"Open your food delivery app right now. Don't order anything. Instead, tap on “Order History”. Scroll down and see how many orders you placed this month? 5? 10? 15? Now do one more thing. Add up the amount. For many women, this simple exercise is surprisingly …",The Times of India,"60-second money lesson: The money leak hiding in your food delivery app Open your food delivery app right now. Don't order anything. Instead, tap on “Order History”. Scroll down and see how many orders you placed this month? 5? 10? 15? Now do one more thing. Add up the amount. For many women, this simple exercise is surprisingly …"
coffee,2026-06-23 02:00:00+00:00,Frieren: Beyond Journey’s End Studio’s Biggest Blunder Gets a New Remake,"Image Courtesy of Madhouse

Based on the 2019 manga by Coffee, the anime adaptation of Wandance debuted this year as a collaborative work between Madhouse and Cyclone Graphics. While Madhouse is one of the largest studios in the industry, Cyclone Graphics is …",ComicBook.com,"Frieren: Beyond Journey’s End Studio’s Biggest Blunder Gets a New Remake Image Courtesy of Madhouse

Based on the 2019 manga by Coffee, the anime adaptation of Wandance debuted this year as a collaborative work between Madhouse and Cyclone Graphics. While Madhouse is one of the largest studios in the industry, Cyclone Graphics is …"
coffee,2026-06-23 01:50:00+00:00,Braves at Padres chat and discussion: Grant Holmes vs Michael King,Grant Holmes will face Michael King in a game that will likely come down to pitching,Batterypower.com,Braves at Padres chat and discussion: Grant Holmes vs Michael King Grant Holmes will face Michael King in a game that will likely come down to pitching
coffee,2026-06-23 01:46:50+00:00,New Neighbors Are Using Bug Spray and Bug Bombs as Revenge for Minor Noise — and It’s as Strange as It Sounds,"These folks truly sound like NEIGHBORS FROM HELL.
The post New Neighbors Are Using Bug Spray and Bug Bombs as Revenge for Minor Noise — and It’s as Strange as It Sounds appeared first on TwistedSifter.",Twistedsifter.com,"New Neighbors Are Using Bug Spray and Bug Bombs as Revenge for Minor Noise — and It’s as Strange as It Sounds These folks truly sound like NEIGHBORS FROM HELL.
The post New Neighbors Are Using Bug Spray and Bug Bombs as Revenge for Minor Noise — and It’s as Strange as It Sounds appeared first on TwistedSifter."
coffee,2026-06-23 01:35:31+00:00,intent-vector-db added to PyPI,"A local-first, intent-aware vector database: retrieval conditioned on intent, built for LLM consumption.",Pypi.org,"intent-vector-db added to PyPI A local-first, intent-aware vector database: retrieval conditioned on intent, built for LLM consumption."
coffee,2026-06-23 01:29:27+00:00,NYC coffee shop bans pro-Israel politician in nasty post despite promise to treat all customers with ‘unconditional dignity’,"Hospitality for everyone — except supporters of Israel. A crunchy coffee shop flamed pro-Israel Rep. Dan Goldman for buying a cup of java at its Brooklyn location and issued him a refund, declaring it doesn't serve ""genocide enablers."" Poetica Coffee revealed…",Freerepublic.com,"NYC coffee shop bans pro-Israel politician in nasty post despite promise to treat all customers with ‘unconditional dignity’ Hospitality for everyone — except supporters of Israel. A crunchy coffee shop flamed pro-Israel Rep. Dan Goldman for buying a cup of java at its Brooklyn location and issued him a refund, declaring it doesn't serve ""genocide enablers."" Poetica Coffee revealed…"
coffee,2026-06-23 01:24:11+00:00,'We don't serve genocide enablers': Brooklyn cafe cancels Jewish lawmaker’s order,Brooklyn coffee shop facing allegations of antisemitism and civil rights violations after refusing service and refunding the order of Rep. Dan Goldman.,Israelnationalnews.com,'We don't serve genocide enablers': Brooklyn cafe cancels Jewish lawmaker’s order Brooklyn coffee shop facing allegations of antisemitism and civil rights violations after refusing service and refunding the order of Rep. Dan Goldman.
coffee,2026-06-23 01:23:06+00:00,4-Pk 24-Ct McCafe Premium Roast Decaf K-Cup Coffee Pods (Medium) $32.95 w/ S&S,"Amazon [amazon.com] has *4-Pack 24-Count McCafe Premium Roast Decaf Coffee, Single Serve Keurig K-Cup Pods* for $34.66 - 5% when you check out via Subscribe & Save = *$32.93*. 
*Shipping is free*...",Slickdeals.net,"4-Pk 24-Ct McCafe Premium Roast Decaf K-Cup Coffee Pods (Medium) $32.95 w/ S&S Amazon [amazon.com] has *4-Pack 24-Count McCafe Premium Roast Decaf Coffee, Single Serve Keurig K-Cup Pods* for $34.66 - 5% when you check out via Subscribe & Save = *$32.93*. 
*Shipping is free*..."
coffee,2026-06-23 01:18:00+00:00,I brushed off my fiancé's non-stop chatter about his brilliant 'work wife'. Then I stumbled upon their after-hours texts,A woman has sparked debate about workplace boundaries after discovering her fiancé's inappropriate relationship with his so-called 'work wife'.,Dailymail.com,I brushed off my fiancé's non-stop chatter about his brilliant 'work wife'. Then I stumbled upon their after-hours texts A woman has sparked debate about workplace boundaries after discovering her fiancé's inappropriate relationship with his so-called 'work wife'.
coffee,2026-06-23 01:16:33+00:00,Breville The Dual Boiler Espresso Machine- Refurbished by Breville @ eBay $749,"Original Coupon Deal I would have jumped on this but just bought a Bambino Plus. Experience third wave specialty coffee at home, made possible by the 4 keys formula Our espresso machines are …",Ozbargain.com.au,"Breville The Dual Boiler Espresso Machine- Refurbished by Breville @ eBay $749 Original Coupon Deal I would have jumped on this but just bought a Bambino Plus. Experience third wave specialty coffee at home, made possible by the 4 keys formula Our espresso machines are …"
coffee,2026-06-23 01:14:09+00:00,Fellowship Officially Launches Season 3 With Tons Of New Content,"Coffee Stain Publishing, Arc Games, and Chief Rebel have launched the next phase of the MODA title Fellowship, as Season 3: Rise of the Heskyr is now live. The big additions to the content are a new hero in the form of Gunde, a berserker who is great at deali…",Bleeding Cool News,"Fellowship Officially Launches Season 3 With Tons Of New Content Coffee Stain Publishing, Arc Games, and Chief Rebel have launched the next phase of the MODA title Fellowship, as Season 3: Rise of the Heskyr is now live. The big additions to the content are a new hero in the form of Gunde, a berserker who is great at deali…"
coffee,2026-06-23 01:00:15+00:00,"Starbucks Japan creates special drink bottle bags, adorable stickers for all 47 prefectures[Pics]","Starbucks Day Trip line gives each and every part of Japan a chance to shine. Starbucks has branches all across Japan, and while they’re all part of the same chain, they each have pride for their individual part of the country too. We’ve seen that before with…",SoraNews24,"Starbucks Japan creates special drink bottle bags, adorable stickers for all 47 prefectures[Pics] Starbucks Day Trip line gives each and every part of Japan a chance to shine. Starbucks has branches all across Japan, and while they’re all part of the same chain, they each have pride for their individual part of the country too. We’ve seen that before with…"
coffee,2026-06-23 00:15:00+00:00,This 2-Minute Microwave Cleaning Trick Will Make Your Appliance Look Brand New,Ditch the cleaning sprays and elbow grease and try this simple trick instead.,CNET,This 2-Minute Microwave Cleaning Trick Will Make Your Appliance Look Brand New Ditch the cleaning sprays and elbow grease and try this simple trick instead.
coffee,2026-06-23 00:10:58+00:00,Nostalgia Retro Kitchen Appliances At Their Lowest Prices Ever On Amazon!,Shop all Nostalgia deals here. All deals are their lowest price ever from Amazon! Nostalgia Electric Fondue Party Set: $19.99 Nostalgia 8-Cup Electric Fondue Pot Set: $23.99 Nostalgia Countertop Cotton Candy Machine: $28.49 Nostalgia Retro 2-Slice Toaster: $3…,Dansdeals.com,Nostalgia Retro Kitchen Appliances At Their Lowest Prices Ever On Amazon! Shop all Nostalgia deals here. All deals are their lowest price ever from Amazon! Nostalgia Electric Fondue Party Set: $19.99 Nostalgia 8-Cup Electric Fondue Pot Set: $23.99 Nostalgia Countertop Cotton Candy Machine: $28.49 Nostalgia Retro 2-Slice Toaster: $3…
coffee,2026-06-23 00:04:12+00:00,Steven Soderbergh Launches ‘Jaws’ Tribute App ‘Production 02074’; Creates Inventive Format For Spielberg’s Making-Of Shark Tale,"EXCLUSIVE: Steven Soderbergh was determined to publish his inventive work Production 02074 exactly 51 years after the launch of its subject, Steven Spielberg’s 1975 classic Jaws. To do justice to the making of the movie that swung him toward an Oscar-winning …",Deadline,"Steven Soderbergh Launches ‘Jaws’ Tribute App ‘Production 02074’; Creates Inventive Format For Spielberg’s Making-Of Shark Tale EXCLUSIVE: Steven Soderbergh was determined to publish his inventive work Production 02074 exactly 51 years after the launch of its subject, Steven Spielberg’s 1975 classic Jaws. To do justice to the making of the movie that swung him toward an Oscar-winning …"
coffee,2026-06-23 00:00:00+00:00,Atlanta Has a Slow Side. This Hotel Is Where You Find It.,The Tess is a hotel in Atlanta's upscale Buckhead neighborhood where you can escape the city's bustle. Here's what it's like.,Matadornetwork.com,Atlanta Has a Slow Side. This Hotel Is Where You Find It. The Tess is a hotel in Atlanta's upscale Buckhead neighborhood where you can escape the city's bustle. Here's what it's like.
coffee,2026-06-23 00:00:00+00:00,KuCoin Australia MD James Pinch at DECON 2026: Exchanges Are Becoming the Infrastructure Behind Everyday Commerce,"SYDNEY, June 22, 2026 /PRNewswire/ -- James Pinch, Managing Director of KuCoin in Australia, was invited to speak at Digital Economy Conference (DECON) 2026 in Sydney, joining Ashima Chaudhary, Vice President at Mastercard Australia, for a fireside chat title…",PRNewswire,"KuCoin Australia MD James Pinch at DECON 2026: Exchanges Are Becoming the Infrastructure Behind Everyday Commerce SYDNEY, June 22, 2026 /PRNewswire/ -- James Pinch, Managing Director of KuCoin in Australia, was invited to speak at Digital Economy Conference (DECON) 2026 in Sydney, joining Ashima Chaudhary, Vice President at Mastercard Australia, for a fireside chat title…"
coffee,2026-06-23 00:00:00+00:00,Python Insider: Mitigated API authentication bypass for python.org download metadata,Vulnerability mitigated in python.org with follow-up third-party audit from Trail of Bits,Python.org,Python Insider: Mitigated API authentication bypass for python.org download metadata Vulnerability mitigated in python.org with follow-up third-party audit from Trail of Bits
coffee,2026-06-22 23:39:04+00:00,NYC Coffee Shop Facing Backlash Over Its Warning to Pro-Israel Congressman,"A New York City coffee shop is facing a furious backlash after announcing that a Democratic congressman was not welcome over his pro-Israel stance.
Poetica Coffee shared a photo of Rep. Dan Goldman in one of its Brooklyn branches, in a Facebook post on Sunday…",Biztoc.com,"NYC Coffee Shop Facing Backlash Over Its Warning to Pro-Israel Congressman A New York City coffee shop is facing a furious backlash after announcing that a Democratic congressman was not welcome over his pro-Israel stance.
Poetica Coffee shared a photo of Rep. Dan Goldman in one of its Brooklyn branches, in a Facebook post on Sunday…"
coffee,2026-06-22 23:13:53+00:00,Staples Easy Deal Days Sale: Up to 50% off + free shipping w/ $35,"The Staples Easy Deal Days sale includes discounts across school supplies, office furniture, breakroom supplies, and tech. School supply highlights include Staples 2-Pocket Paper Portfolio Folders at $0.25, down from $0.79, and Staples Composition Notebooks a…",Dealnews.com,"Staples Easy Deal Days Sale: Up to 50% off + free shipping w/ $35 The Staples Easy Deal Days sale includes discounts across school supplies, office furniture, breakroom supplies, and tech. School supply highlights include Staples 2-Pocket Paper Portfolio Folders at $0.25, down from $0.79, and Staples Composition Notebooks a…"
coffee,2026-06-22 23:08:15+00:00,Mayor Mamdani's Migrant Coalition Attacks New York Democrats,"New York's immigrant Muslim Mayor Zohran Mamdani is trying to grab a leading role in the Democratic Party by using his urban political machine to depose establishment Democrats.
The post Mayor Mamdani’s Migrant Coalition Attacks New York Democrats appeared fi…",Breitbart News,"Mayor Mamdani's Migrant Coalition Attacks New York Democrats New York's immigrant Muslim Mayor Zohran Mamdani is trying to grab a leading role in the Democratic Party by using his urban political machine to depose establishment Democrats.
The post Mayor Mamdani’s Migrant Coalition Attacks New York Democrats appeared fi…"
coffee,2026-06-22 23:00:00+00:00,The top 3 Breville coffee makers I'm looking out for on Amazon Prime Day as a trained barista,"Whether you prefer espresso or drip coffee, there's a Breville coffee maker for you, and I'm expecting some deep Prime Day discounts.",TechRadar,"The top 3 Breville coffee makers I'm looking out for on Amazon Prime Day as a trained barista Whether you prefer espresso or drip coffee, there's a Breville coffee maker for you, and I'm expecting some deep Prime Day discounts."
coffee,2026-06-22 22:35:47+00:00,Bell Employees Sue Over Mass Terminations For Faking Attendance,"A group of former Bell employees has taken the company to court, and the case centres on a fight over what counted as acceptable office attendance. The Toronto Star reports that nearly 50 former employees are suing parent company BCE, alleging they were wrong…",iPhone in Canada,"Bell Employees Sue Over Mass Terminations For Faking Attendance A group of former Bell employees has taken the company to court, and the case centres on a fight over what counted as acceptable office attendance. The Toronto Star reports that nearly 50 former employees are suing parent company BCE, alleging they were wrong…"
coffee,2026-06-22 22:24:51+00:00,Vancouver MP Hedy Fry defends $3.2B Liberal condo subsidy,BC's longest-serving MP is coming out swinging in defence of a new multibillion-dollar subsidy for the Vancouver area's sagging condo sector,National Post,Vancouver MP Hedy Fry defends $3.2B Liberal condo subsidy BC's longest-serving MP is coming out swinging in defence of a new multibillion-dollar subsidy for the Vancouver area's sagging condo sector
coffee,2026-06-22 22:11:31+00:00,"This Breville Espresso Machine Has a Touchscreen and a Built-In Grinder, Amazon Drops It to Its Record Low","The Breville Barista Touch goes from beans to espresso in under a minute, with a touchscreen that walks you through every step and an automatic steam wand that handles the milk.",Gizmodo.com,"This Breville Espresso Machine Has a Touchscreen and a Built-In Grinder, Amazon Drops It to Its Record Low The Breville Barista Touch goes from beans to espresso in under a minute, with a touchscreen that walks you through every step and an automatic steam wand that handles the milk."
coffee,2026-06-22 22:08:02+00:00,60% off 1kg Coffee on All Orders over $100 @ Nglewood Coffee Roasters,INGLEWOOD EOFY SALE on 1kg coffee bags when spend over $100. (looks like 4 bags of 1kg) 888 is highly recommended,Ozbargain.com.au,60% off 1kg Coffee on All Orders over $100 @ Nglewood Coffee Roasters INGLEWOOD EOFY SALE on 1kg coffee bags when spend over $100. (looks like 4 bags of 1kg) 888 is highly recommended
coffee,2026-06-22 22:02:15+00:00,NEXE Innovations Provides Update on Partner Transition to BPI-Certified Compostable Pods,"New U.S. nationwide account and two additional brand transitions reflect continued adoption in NEXE’s compostable platform WINDSOR, Ontario, June 22, 2026 (GLOBE NEWSWIRE) — NEXE Innovations Inc. (“NEXE”, “our” or the “Company”) (TSX.V: NEXE) (Frankfurt: NX5)…",Financial Post,"NEXE Innovations Provides Update on Partner Transition to BPI-Certified Compostable Pods New U.S. nationwide account and two additional brand transitions reflect continued adoption in NEXE’s compostable platform WINDSOR, Ontario, June 22, 2026 (GLOBE NEWSWIRE) — NEXE Innovations Inc. (“NEXE”, “our” or the “Company”) (TSX.V: NEXE) (Frankfurt: NX5)…"
coffee,2026-06-22 22:00:55+00:00,County singer Bailey Zimmerman faces felony criminal charge after allegedly trashing New Mexico hotel room,"Country singer Bailey Zimmerman faces a felony criminal damage charge in New Mexico after allegedly trashing a hotel room causing $16,000 in damages.",Fox News,"County singer Bailey Zimmerman faces felony criminal charge after allegedly trashing New Mexico hotel room Country singer Bailey Zimmerman faces a felony criminal damage charge in New Mexico after allegedly trashing a hotel room causing $16,000 in damages."
coffee,2026-06-22 21:59:55+00:00,Nespresso Capsules OriginalLine Coffee Pods 50-Count for $31 w/ Sub & Save + free shipping,These Nespresso OriginalLine Arpeggio capsules drop to $30.78 when you check out with subscribe and save at Amazon. The 50-count pack breaks down to about $0.62 per pod. Note these are not compatible with Vertuo machines. Buy Now at Amazon,Dealnews.com,Nespresso Capsules OriginalLine Coffee Pods 50-Count for $31 w/ Sub & Save + free shipping These Nespresso OriginalLine Arpeggio capsules drop to $30.78 when you check out with subscribe and save at Amazon. The 50-count pack breaks down to about $0.62 per pod. Note these are not compatible with Vertuo machines. Buy Now at Amazon
coffee,2026-06-22 21:55:57+00:00,"Her Bank Flagged a Suspicious Charge From a Hotel Stay — She Got the Manager Involved, and It Turned Into a Police Investigation","Talk about perfect timing!
The post Her Bank Flagged a Suspicious Charge From a Hotel Stay — She Got the Manager Involved, and It Turned Into a Police Investigation appeared first on TwistedSifter.",Twistedsifter.com,"Her Bank Flagged a Suspicious Charge From a Hotel Stay — She Got the Manager Involved, and It Turned Into a Police Investigation Talk about perfect timing!
The post Her Bank Flagged a Suspicious Charge From a Hotel Stay — She Got the Manager Involved, and It Turned Into a Police Investigation appeared first on TwistedSifter."
coffee,2026-06-22 21:52:54+00:00,"De'Longhi Coffee Care Kit w/ Water Filter, EcoDecalk Descaler & MultiClean Solution $29.95 + Free Shipping w/ Prime or on $35+","Amazon [amazon.com] has *De'Longhi Coffee Care Kit w/ Water Filter, EcoDecalk Descaler & MultiClean Solution* for *$29.95*. Shipping is free w/ Prime or on $35+. 
 
Best Buy [bestbuy.com] has...",Slickdeals.net,"De'Longhi Coffee Care Kit w/ Water Filter, EcoDecalk Descaler & MultiClean Solution $29.95 + Free Shipping w/ Prime or on $35+ Amazon [amazon.com] has *De'Longhi Coffee Care Kit w/ Water Filter, EcoDecalk Descaler & MultiClean Solution* for *$29.95*. Shipping is free w/ Prime or on $35+. 
 
Best Buy [bestbuy.com] has..."
coffee,2026-06-22 21:44:16+00:00,Starmer’s Brexit deal won’t solve Northern Ireland’s trade frictions,"Political turmoil in Westminster has raised questions over when an agreement to smooth the flow of agri-food goods will be struck. But even if it is delivered, the deal is no cure-all.",POLITICO.eu,"Starmer’s Brexit deal won’t solve Northern Ireland’s trade frictions Political turmoil in Westminster has raised questions over when an agreement to smooth the flow of agri-food goods will be struck. But even if it is delivered, the deal is no cure-all."
coffee,2026-06-22 21:44:14+00:00,Coffee break: Starbucks Korea stores pause for training after 'Tank Day' fiasco,"Lights off. Doors closed. Coffee lovers across South Korea were left craving their fix on Monday as more than 2,000 Starbucks shops shut for staff training after a marketing fiasco. Starbucks Korea -- the coffee giant's third-largest market after the United S…",Japan Today,"Coffee break: Starbucks Korea stores pause for training after 'Tank Day' fiasco Lights off. Doors closed. Coffee lovers across South Korea were left craving their fix on Monday as more than 2,000 Starbucks shops shut for staff training after a marketing fiasco. Starbucks Korea -- the coffee giant's third-largest market after the United S…"
coffee,2026-06-22 21:44:00+00:00,"BRCB Stockholder Alert: Shareholder Rights Law Firm Robbins LLP Reminds Investors of the Securities Class Action Lawsuit Against Black Rock Coffee Bar, Inc.","SAN DIEGO, June 22, 2026 /PRNewswire/ -- Robbins LLP informs stockholders that a class action was filed on behalf of all investors who purchased or otherwise acquired Black Rock Coffee Bar, Inc. (NASDAQ: BRCB) securities between September 12, 2025 and May 12,…",PRNewswire,"BRCB Stockholder Alert: Shareholder Rights Law Firm Robbins LLP Reminds Investors of the Securities Class Action Lawsuit Against Black Rock Coffee Bar, Inc. SAN DIEGO, June 22, 2026 /PRNewswire/ -- Robbins LLP informs stockholders that a class action was filed on behalf of all investors who purchased or otherwise acquired Black Rock Coffee Bar, Inc. (NASDAQ: BRCB) securities between September 12, 2025 and May 12,…"
